Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Blinkit,1.7,Yourself instead crime mean view improve relate say.,53,Ahmedabad,Pharmacy,Neutral,High,No,Out of Stock,1,Incorrect
Blinkit,2.8,Scientist establish money area process woman hotel party among fund Mr peace.,27,Hyderabad,Essentials,Positive,Low,Yes,Out of Stock,1,Correct
Blinkit,1.1,Moment most down heavy understand professor outside whole.,25,Kolkata,Grocery,Positive,High,Yes,In Stock,1,Incorrect
Swiggy Instamart,3.7,Must site so break thank method fly yes together security social.,39,Pune,Electronics,Negative,High,No,In Stock,3,Incorrect
Zepto,3.5,Baby mission her have help fast music small door generation century discover.,57,Hyderabad,Electronics,Neutral,High,Yes,In Stock,5,Correct
Zepto,1.5,Government TV civil resource base team air choice type.,21,Jaipur,Food,Negative,High,No,In Stock,1,Correct
JioMart,3.5,Into agency guess company past material.,11,Lucknow,Essentials,Neutral,Low,No,In Stock,3,Incorrect
Zepto,3.2,Customer so others gas professional only himself.,56,Bangalore,Electronics,Positive,Low,Yes,In Stock,2,Correct
Zepto,2.7,From also experience end so son test increase probably myself early computer debate.,48,Pune,Electronics,Positive,Low,Yes,In Stock,1,Correct
JioMart,3.3,Fire by job one able again.,33,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,2,Correct
Zepto,3.3,Own age heart religious run fire shoulder shake last though between.,19,Mumbai,Essentials,Positive,Medium,Yes,In Stock,1,Incorrect
Zepto,3.3,Bank few break have enter nothing address six model least.,20,Delhi,Pharmacy,Positive,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.8,Result draw collection Congress book capital factor building person peace glass.,34,Ahmedabad,Grocery,Positive,Medium,No,In Stock,2,Correct
Swiggy Instamart,3.8,Our much central him physical seat.,10,Lucknow,Pharmacy,Neutral,High,Yes,Out of Stock,4,Correct
JioMart,4.0,Especially move meet them central draw whom approach difficult during population identify remember.,12,Bangalore,Food,Neutral,High,No,Out of Stock,4,Incorrect
Blinkit,2.3,Account step drop author drop should religious sea.,22,Ahmedabad,Electronics,Negative,Low,Yes,Out of Stock,2,Correct
JioMart,4.5,Sound sign a call top ago tax back federal their hit tend activity.,55,Chennai,Grocery,Negative,Medium,Yes,In Stock,5,Incorrect
JioMart,4.6,Local quickly individual ability as rise.,47,Jaipur,Grocery,Negative,Medium,No,Out of Stock,4,Incorrect
Zepto,1.7,Rock contain manager father visit eight.,26,Bangalore,Electronics,Positive,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,1.0,That million choose as measure big that avoid decade.,59,Lucknow,Grocery,Negative,Medium,No,Out of Stock,5,Correct
Swiggy Instamart,2.2,Southern determine the always crime attack high international note close million.,58,Bangalore,Essentials,Neutral,Low,No,In Stock,5,Correct
JioMart,1.8,Rest Mrs day according although control best me.,30,Chennai,Grocery,Negative,Medium,Yes,Out of Stock,5,Incorrect
JioMart,4.2,Question water station fall recently effort gun this another see movement know ask.,60,Kolkata,Pharmacy,Positive,Medium,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,1.2,No understand attack lead especially recent sort white bad foreign writer day court.,53,Delhi,Essentials,Negative,Medium,No,Out of Stock,2,Incorrect
Swiggy Instamart,4.1,Piece American thought too sound market forward yard minute.,57,Jaipur,Essentials,Positive,Medium,Yes,In Stock,5,Correct
Zepto,3.0,On follow age occur late husband popular about investment yet effect military.,12,Chennai,Essentials,Positive,Medium,Yes,Out of Stock,4,Correct
Zepto,1.5,Culture training we reduce prove senior why sort responsibility.,56,Delhi,Food,Positive,Low,No,In Stock,2,Correct
Swiggy Instamart,1.9,Dog see significant these bed before training approach feeling west suffer note wall.,31,Lucknow,Essentials,Positive,High,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,3.8,He administration design everybody garden new none industry score.,19,Chennai,Electronics,Positive,Low,No,Out of Stock,3,Correct
Swiggy Instamart,2.7,Writer against may fly board parent structure.,10,Kolkata,Pharmacy,Negative,Low,Yes,Out of Stock,3,Correct
Blinkit,3.1,Arrive teacher remember market change old education six.,46,Lucknow,Grocery,Negative,Low,No,Out of Stock,3,Correct
Zepto,4.4,Own quickly nor never culture book talk tough whatever heavy quite PM.,30,Hyderabad,Electronics,Positive,Low,No,In Stock,1,Correct
Zepto,4.2,Black require keep rather together past others here.,30,Chennai,Food,Neutral,Low,Yes,Out of Stock,5,Incorrect
JioMart,4.1,Operation affect American mean ok show left.,35,Chennai,Electronics,Neutral,Medium,Yes,In Stock,2,Correct
JioMart,1.2,Wear foreign example deal necessary each artist.,22,Chennai,Grocery,Negative,Medium,Yes,Out of Stock,4,Correct
Zepto,2.5,Have institution ball TV job amount hundred sea concern phone dark thousand.,53,Kolkata,Essentials,Negative,Medium,No,Out of Stock,1,Correct
Blinkit,2.4,Pattern professional would fight wear special spring.,35,Ahmedabad,Food,Neutral,Medium,No,Out of Stock,3,Correct
Swiggy Instamart,4.1,Buy take identify two exist financial to.,21,Lucknow,Pharmacy,Neutral,Low,No,Out of Stock,1,Correct
Blinkit,1.5,On after public class teach approach detail individual.,18,Bangalore,Food,Negative,Medium,Yes,In Stock,1,Correct
Zepto,3.3,Television capital player than popular red significant individual.,58,Jaipur,Food,Negative,High,Yes,In Stock,4,Incorrect
Swiggy Instamart,1.7,Conference stop security unit yeah weight sport region series tell simply.,31,Delhi,Grocery,Positive,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,3.5,Opportunity with do economy itself laugh suddenly.,40,Lucknow,Grocery,Positive,Low,No,Out of Stock,2,Correct
Zepto,2.6,Subject skin class center realize successful choice writer sister eat whole already party.,34,Pune,Grocery,Negative,Low,Yes,Out of Stock,4,Correct
Zepto,4.9,Hit other tax popular future at.,48,Delhi,Food,Positive,High,No,In Stock,1,Correct
Blinkit,1.3,Threat election claim size treatment test job argue.,35,Kolkata,Electronics,Negative,Low,No,Out of Stock,2,Incorrect
JioMart,4.1,Subject little stock attention talk maintain.,28,Bangalore,Grocery,Neutral,Low,No,Out of Stock,1,Correct
Blinkit,3.8,Over writer performance something be notice high.,57,Mumbai,Electronics,Neutral,High,Yes,In Stock,3,Incorrect
JioMart,2.4,Dog commercial sort decide expect relationship.,29,Jaipur,Grocery,Positive,High,No,Out of Stock,3,Correct
Blinkit,1.2,Every member require girl during third.,40,Pune,Grocery,Neutral,Medium,Yes,In Stock,2,Correct
Blinkit,2.4,System couple recent its letter rock.,33,Bangalore,Essentials,Positive,Low,Yes,Out of Stock,3,Correct
Zepto,4.8,East contain right near already call ability expect thank prove option eye itself.,13,Pune,Essentials,Neutral,Low,No,In Stock,3,Correct
JioMart,2.6,Apply same clearly manage drop will well up woman response specific suffer treat.,34,Mumbai,Food,Neutral,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,1.1,Still fill follow call control argue eight rate structure attorney man knowledge beat.,34,Chennai,Electronics,Negative,Low,Yes,In Stock,1,Incorrect
Zepto,1.8,Apply push pretty my attack option.,41,Delhi,Grocery,Neutral,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,2.2,Price wait take attack common type become main rise allow left fact southern.,23,Ahmedabad,Pharmacy,Neutral,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.0,Third half staff thousand hard American see line.,42,Chennai,Electronics,Positive,Low,Yes,Out of Stock,5,Correct
Blinkit,1.3,That myself less animal want same make military can he.,49,Mumbai,Pharmacy,Neutral,Low,No,In Stock,3,Incorrect
Zepto,3.9,Dinner as manage respond challenge her themselves kitchen middle full.,57,Ahmedabad,Essentials,Negative,High,Yes,Out of Stock,1,Incorrect
JioMart,4.7,Police save quickly trip street environmental forward buy black.,58,Kolkata,Grocery,Negative,High,No,Out of Stock,1,Correct
Zepto,4.6,Hour student cause anything state student operation camera.,48,Pune,Pharmacy,Neutral,Medium,Yes,Out of Stock,5,Correct
Blinkit,3.7,Stay thank purpose service whom charge argue nature whether effort new less herself.,17,Jaipur,Food,Positive,Low,No,Out of Stock,3,Correct
JioMart,1.8,Nice win wife society first president herself.,34,Delhi,Grocery,Neutral,Low,No,In Stock,3,Incorrect
JioMart,3.5,Here himself decade include have get.,57,Hyderabad,Essentials,Negative,High,No,Out of Stock,4,Incorrect
Blinkit,2.1,Their position idea or body high much.,38,Hyderabad,Grocery,Positive,Low,No,Out of Stock,4,Incorrect
JioMart,4.9,Size expect more throughout room partner several meeting debate seven arrive become listen.,43,Bangalore,Pharmacy,Positive,High,Yes,Out of Stock,5,Correct
JioMart,3.4,City us play single describe three book water they leave.,34,Mumbai,Grocery,Positive,High,Yes,In Stock,1,Incorrect
JioMart,2.5,Represent issue environment easy husband when drug month training knowledge staff.,60,Ahmedabad,Electronics,Negative,Medium,No,Out of Stock,1,Correct
Zepto,3.3,Produce year forget hair simple vote trial you.,18,Delhi,Electronics,Neutral,Medium,No,In Stock,5,Correct
Swiggy Instamart,1.1,Sometimes property decision light once mouth cold.,14,Ahmedabad,Pharmacy,Negative,Medium,No,Out of Stock,4,Incorrect
JioMart,3.1,Boy since college community kid officer second hand customer lay customer.,14,Lucknow,Food,Negative,High,No,In Stock,5,Correct
JioMart,4.3,Page during age medical place energy discuss since fight probably with government city.,57,Jaipur,Pharmacy,Positive,Low,Yes,Out of Stock,3,Incorrect
Zepto,4.5,Law lose phone so subject movement turn impact blood above everyone much.,48,Hyderabad,Electronics,Negative,Low,Yes,In Stock,5,Correct
Blinkit,2.9,Past though themselves season business bit rise.,54,Delhi,Food,Positive,High,No,In Stock,5,Incorrect
Zepto,2.6,Hope these decision its world religious class quality when up.,26,Hyderabad,Grocery,Positive,High,Yes,In Stock,3,Incorrect
Blinkit,4.2,Not group perhaps energy only majority those join talk say.,11,Delhi,Grocery,Positive,Low,Yes,In Stock,4,Incorrect
Blinkit,4.9,Artist third anyone add recently southern lay professor style check.,14,Jaipur,Electronics,Neutral,High,Yes,Out of Stock,5,Incorrect
JioMart,3.0,Believe prevent almost most church house security pay threat choose.,54,Jaipur,Essentials,Positive,Low,No,Out of Stock,2,Correct
Swiggy Instamart,1.0,Trip difference and town available sort sometimes room more.,40,Bangalore,Grocery,Neutral,High,No,Out of Stock,1,Correct
JioMart,1.6,Democratic join one evening practice share treat style least foot.,21,Hyderabad,Food,Neutral,Medium,No,Out of Stock,2,Correct
Zepto,2.8,Exactly mother PM none buy its author about indeed.,48,Pune,Food,Negative,Low,No,Out of Stock,5,Correct
Zepto,2.3,At community interest anyone real number mean under success necessary within.,18,Bangalore,Essentials,Neutral,Medium,No,In Stock,1,Incorrect
Swiggy Instamart,2.6,Surface wind realize sense stage occur.,30,Ahmedabad,Electronics,Negative,High,Yes,Out of Stock,5,Correct
Swiggy Instamart,3.7,Fund science class arrive paper develop happy memory address Democrat fire.,35,Delhi,Food,Neutral,Low,No,In Stock,1,Incorrect
Swiggy Instamart,1.4,Part receive difference case market option section television.,43,Lucknow,Grocery,Positive,Low,Yes,Out of Stock,4,Correct
Blinkit,4.4,Receive every available letter month south single.,28,Jaipur,Pharmacy,Negative,Medium,No,Out of Stock,1,Incorrect
Zepto,3.2,Good approach care they with ok although kid speech marriage.,13,Delhi,Pharmacy,Neutral,High,Yes,In Stock,5,Incorrect
JioMart,4.6,Door question opportunity meet job throughout entire happy.,51,Pune,Pharmacy,Positive,Medium,No,Out of Stock,4,Correct
Blinkit,1.6,Picture member skin whether relationship base.,14,Pune,Food,Negative,Low,No,In Stock,4,Correct
Zepto,2.9,Everyone debate night today all physical picture recognize law ask imagine daughter consider author.,12,Pune,Electronics,Negative,Medium,No,In Stock,1,Correct
Blinkit,4.0,Record again body trade media explain it.,37,Ahmedabad,Pharmacy,Negative,Medium,Yes,In Stock,4,Incorrect
Zepto,3.7,Local air within never feeling represent instead decide.,31,Ahmedabad,Electronics,Positive,High,No,Out of Stock,1,Incorrect
Blinkit,3.0,Question project seven might project war their detail fight individual.,50,Lucknow,Pharmacy,Neutral,Low,No,Out of Stock,1,Incorrect
JioMart,1.8,Sign property quality environment whether record available tree enough voice each.,57,Hyderabad,Essentials,Neutral,High,Yes,In Stock,3,Correct
Zepto,2.3,Often authority company cover serious media decision improve.,51,Lucknow,Grocery,Negative,Medium,No,Out of Stock,3,Correct
Blinkit,4.6,All six hair garden though throughout industry sport site suggest decision age do.,47,Kolkata,Food,Neutral,Low,No,Out of Stock,1,Incorrect
Zepto,2.4,Animal long shake daughter class authority receive just left their behind.,13,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,1,Incorrect
Zepto,3.8,Agency you respond forward not officer along.,24,Hyderabad,Food,Positive,Medium,No,In Stock,4,Correct
Zepto,2.3,Choice listen need election leave about decade room everyone thought officer.,58,Hyderabad,Pharmacy,Positive,Low,No,In Stock,1,Correct
Swiggy Instamart,1.8,No down whom phone laugh foreign situation have.,16,Chennai,Grocery,Negative,Medium,Yes,In Stock,3,Incorrect
Blinkit,1.2,Child prepare movement poor section really support tonight although measure may available.,20,Pune,Grocery,Positive,Medium,Yes,Out of Stock,1,Correct
Blinkit,4.7,Ball owner ask book test increase.,49,Hyderabad,Electronics,Positive,Low,Yes,In Stock,4,Correct
Blinkit,2.0,Organization medical various ball lay account join.,33,Delhi,Grocery,Neutral,High,Yes,Out of Stock,2,Correct
Blinkit,1.4,Degree his although indeed often tough person after high.,42,Hyderabad,Food,Neutral,Medium,Yes,In Stock,3,Incorrect
Blinkit,4.7,Not peace seek company feeling term likely.,24,Pune,Food,Neutral,High,Yes,In Stock,5,Correct
Zepto,5.0,Agent since production anyone some impact structure prevent real charge increase receive treat.,35,Jaipur,Food,Positive,Medium,Yes,Out of Stock,2,Incorrect
JioMart,2.8,Experience summer debate environmental establish ground about provide strategy loss step only.,43,Hyderabad,Pharmacy,Negative,High,No,Out of Stock,1,Incorrect
JioMart,4.9,His instead including beyond professional build well just down system mission subject recent.,54,Chennai,Food,Neutral,Medium,Yes,In Stock,4,Incorrect
JioMart,2.6,Happen card least involve reveal building either data week ever actually.,10,Delhi,Food,Neutral,High,No,In Stock,1,Incorrect
Blinkit,4.4,Quality television sell will American foot against leader whom my something member push.,49,Kolkata,Essentials,Negative,Medium,Yes,In Stock,5,Incorrect
Blinkit,4.3,Market within sister evidence him down.,28,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,5,Correct
Swiggy Instamart,4.6,Company security thank person enter drop parent western spend operation.,32,Mumbai,Grocery,Negative,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.2,Middle standard short couple effort network section clear he exist dog either.,39,Chennai,Grocery,Positive,Medium,Yes,In Stock,2,Incorrect
JioMart,2.9,Dinner news foreign including fund environment.,46,Ahmedabad,Electronics,Positive,High,No,In Stock,4,Correct
Blinkit,3.1,Tree dream compare shake southern charge strategy nor perhaps design go.,37,Mumbai,Food,Positive,High,Yes,In Stock,4,Incorrect
Blinkit,4.4,Strategy low even cultural much decade morning evening leader.,22,Mumbai,Food,Neutral,Medium,No,Out of Stock,2,Incorrect
Blinkit,3.7,Special seat simple technology decide baby account remain whether among decision six.,29,Chennai,Electronics,Positive,Medium,Yes,In Stock,3,Incorrect
Zepto,2.3,Physical around body trouble tonight rule.,36,Pune,Essentials,Negative,Low,No,In Stock,1,Correct
